open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1706745600000,42560.50,42674.90,42560.50,42655.60,975.252,1706745779999,41562958.02060,10507,709.823,30250601.47610,0
1706745780000,42655.60,42655.60,42576.80,42583.10,378.422,1706745959999,16123475.06950,5765,138.920,5918478.25530,0
1706745960000,42583.10,42612.90,42570.00,42591.10,340.238,1706746139999,14489153.74670,4694,208.053,8859551.06910,0
1706746140000,42591.10,42591.10,42561.90,42562.00,187.639,1706746319999,7989223.54190,3541,53.731,2287822.31980,0
1706746320000,42561.90,42597.20,42557.40,42590.50,270.109,1706746499999,11499128.18200,3913,165.332,7038770.95710,0
1706746500000,42590.50,42590.60,42555.40,42563.00,260.961,1706746679999,11107509.52800,3426,97.132,4134205.91060,0
1706746680000,42563.00,42563.00,42509.60,42527.20,485.606,1706746859999,20655118.07460,6227,147.920,6292130.39310,0
1706746860000,42527.10,42527.20,42420.50,42432.80,1445.669,1706747039999,61398103.33631,11931,474.961,20173539.84680,0
1706747040000,42432.80,42448.80,42400.70,42448.80,604.556,1706747219999,25645731.11140,7322,329.521,13979730.24830,0
1706747220000,42448.80,42477.60,42411.00,42472.30,658.290,1706747399999,27940923.50730,5814,452.886,19223682.40990,0
1706747400000,42472.40,42504.00,42427.20,42436.20,509.858,1706747579999,21651664.24120,6788,236.806,10058509.83500,0
1706747580000,42436.20,42450.00,42412.20,42418.80,406.519,1706747759999,17247372.41750,4844,123.343,5233232.38340,0
1706747760000,42418.80,42418.80,42322.00,42345.60,940.715,1706747939999,39852838.27505,12595,252.683,10702949.33880,0
1706747940000,42345.70,42358.30,42201.60,42295.60,1769.769,1706748119999,74806395.10445,21652,733.384,30999139.29260,0
1706748120000,42295.60,42384.40,42293.00,42366.30,955.773,1706748299999,40461477.04445,9779,656.582,27793949.30445,0
1706748300000,42366.20,42453.60,42366.20,42419.20,848.129,1706748479999,35980459.12131,9773,569.933,24177979.52571,0
1706748480000,42419.20,42460.00,42402.60,42460.00,422.513,1706748659999,17926430.25360,5417,192.897,8185141.83680,0
1706748660000,42460.00,42501.00,42421.00,42425.60,508.674,1706748839999,21599818.87520,6721,326.255,13854393.25530,0
1706748840000,42425.60,42446.90,42422.00,42438.90,172.878,1706749019999,7335899.55070,3188,105.954,4496048.18460,0
1706749020000,42438.90,42489.70,42432.60,42460.20,306.113,1706749199999,13001374.56990,4420,205.318,8720529.29610,0
1706749200000,42460.10,42467.50,42407.10,42411.50,408.137,1706749379999,17317721.75970,6082,125.129,5309975.07380,0
1706749380000,42411.40,42413.40,42372.00,42372.10,273.217,1706749559999,11582314.80200,3807,51.339,2176731.07460,0
1706749560000,42372.00,42374.90,42294.70,42334.00,579.886,1706749739999,24552410.90635,6613,206.875,8759622.26150,0
1706749740000,42333.90,42337.90,42281.40,42285.50,471.014,1706749919999,19929857.54960,6622,182.662,7728860.41140,0
1706749920000,42285.60,42296.90,42236.50,42263.20,644.415,1706750099999,27234519.90740,9041,266.144,11247651.42260,0
1706750100000,42263.30,42265.00,42080.50,42102.70,3900.133,1706750279999,164351573.91921,36262,1394.519,58761598.93670,0
1706750280000,42102.80,42143.00,42000.00,42002.70,2887.722,1706750459999,121446168.37430,26874,1437.752,60471655.12860,0
1706750460000,42002.70,42099.20,41928.00,42011.90,3512.664,1706750639999,147549686.15090,30189,1531.504,64335587.58040,0
1706750640000,42011.90,42068.20,41964.50,42013.60,1384.208,1706750819999,58162653.18650,16269,802.931,33737941.00600,0
1706750820000,42013.60,42050.50,42004.60,42008.60,681.991,1706750999999,28660276.99700,10671,445.568,18724949.82450,0
1706751000000,42008.70,42019.50,41911.70,41950.20,1445.339,1706751179999,60650598.05060,20969,755.552,31705433.18010,0
1706751180000,41950.30,42000.00,41919.90,41937.00,995.399,1706751359999,41764707.89390,13709,527.086,22117337.26670,0
1706751360000,41937.00,41937.50,41866.80,41880.00,1616.405,1706751539999,67725745.90843,20617,636.904,26686155.45890,0
1706751540000,41880.00,41959.20,41877.00,41957.40,806.615,1706751719999,33806060.59550,12512,494.441,20724543.39690,0
1706751720000,41957.40,42090.00,41957.30,42035.20,1471.297,1706751899999,61832980.32534,15969,1032.737,43399638.87084,0
1706751900000,42035.30,42060.00,42000.40,42054.80,609.068,1706752079999,25597438.91930,8884,284.609,11961983.31780,0
1706752080000,42054.80,42054.80,41922.90,42014.00,701.463,1706752259999,29449264.56000,11600,368.244,15458691.35380,0
1706752260000,42014.00,42014.00,41940.20,41985.40,552.493,1706752439999,23187739.72930,9659,235.173,9869594.27850,0
1706752440000,41985.50,42014.90,41939.40,42004.60,393.239,1706752619999,16503297.62870,6900,223.298,9372259.56370,0
1706752620000,42004.60,42016.80,41943.00,41969.90,471.439,1706752799999,19796002.31560,7964,234.521,9849059.02670,0
1706752800000,41969.90,42033.00,41940.00,42025.10,566.363,1706752979999,23773844.20770,10280,287.602,12074158.28130,0
1706752980000,42025.00,42058.80,41967.20,41970.00,567.671,1706753159999,23850263.99210,8718,339.351,14260321.20420,0
1706753160000,41970.00,42037.40,41966.00,42015.20,403.021,1706753339999,16931930.25800,6595,255.860,10748826.51870,0
1706753340000,42015.20,42082.70,42015.20,42025.40,623.821,1706753519999,26229108.69620,7711,382.835,16098226.14240,0
1706753520000,42025.30,42124.00,42005.00,42099.30,1045.489,1706753699999,43995456.28217,12810,533.421,22449652.40107,0
1706753700000,42099.30,42158.00,42077.80,42148.50,735.419,1706753879999,30977937.52180,9962,438.742,18481967.25110,0
1706753880000,42148.50,42160.00,42138.00,42140.00,521.265,1706754059999,21970917.28210,5280,275.135,11596832.31140,0
1706754060000,42140.00,42155.30,42111.90,42114.20,387.408,1706754239999,16321179.62270,4918,135.749,5718513.49210,0
1706754240000,42114.10,42114.20,42028.90,42072.70,770.454,1706754419999,32407747.30940,8256,194.657,8186994.49990,0
1706754420000,42072.60,42127.80,42067.10,42109.00,263.035,1706754599999,11075170.47930,4319,159.992,6736376.73450,0
1706754600000,42109.00,42119.50,42064.00,42113.90,380.316,1706754779999,16006673.28480,5739,147.949,6227058.54050,0
1706754780000,42113.90,42157.90,42100.80,42101.40,347.022,1706754959999,14620379.75380,6280,192.074,8092449.64750,0
1706754960000,42101.40,42135.00,42082.60,42103.50,356.932,1706755139999,15029149.15170,4647,180.268,7590635.33670,0
1706755140000,42103.50,42116.50,42081.00,42091.50,177.876,1706755319999,7489031.75870,3062,77.359,3256936.74200,0
1706755320000,42091.50,42141.20,42082.60,42133.00,216.281,1706755499999,9108113.00880,3380,129.678,5461336.86410,0
1706755500000,42133.00,42136.60,42109.90,42126.10,189.360,1706755679999,7976386.45370,3245,83.651,3523534.29650,0
1706755680000,42126.00,42129.30,42106.40,42114.10,152.204,1706755859999,6410016.80550,3699,90.451,3809208.28100,0
1706755860000,42114.00,42122.20,42040.00,42060.10,413.907,1706756039999,17412945.50220,5585,147.676,6211338.07210,0
1706756040000,42060.00,42079.00,42045.00,42065.50,248.471,1706756219999,10449884.04910,3925,141.253,5940388.20020,0
1706756220000,42065.60,42171.00,42059.20,42146.60,514.108,1706756399999,21661944.50150,6003,306.275,12903370.39340,0
1706756400000,42146.50,42174.30,42129.00,42141.50,382.933,1706756579999,16143330.61730,5350,226.794,9561602.59760,0
1706756580000,42141.60,42141.60,42120.30,42140.80,140.537,1706756759999,5920847.79620,2835,67.456,2841934.64440,0
1706756760000,42140.70,42177.40,42128.60,42150.90,296.295,1706756939999,12489836.35080,5013,202.313,8527923.20070,0
1706756940000,42150.50,42153.30,42120.70,42123.50,182.113,1706757119999,7674223.38380,3463,71.250,3002610.17310,0
1706757120000,42123.40,42133.20,42088.50,42099.00,233.589,1706757299999,9835072.35740,4136,61.226,2577888.74830,0
1706757300000,42098.90,42100.00,42020.00,42020.10,498.966,1706757479999,20982276.32370,5782,133.931,5632114.11990,0
1706757480000,42020.00,42068.80,42002.00,42035.50,525.001,1706757659999,22065931.29070,5686,213.964,8994004.43990,0
1706757660000,42035.50,42063.40,42022.50,42028.90,246.295,1706757839999,10354313.52020,4398,134.940,5673062.91110,0
1706757840000,42029.00,42038.30,41970.40,41976.20,500.802,1706758019999,21031885.77274,7047,164.420,6904798.73280,0
1706758020000,41976.20,42020.00,41972.20,42016.10,295.134,1706758199999,12395380.35140,5341,142.230,5973676.25300,0
1706758200000,42016.00,42021.80,41965.00,41969.10,244.200,1706758379999,10254939.94260,4590,89.139,3743862.31950,0
1706758380000,41969.10,41996.30,41961.00,41987.80,340.069,1706758559999,14274477.84870,6013,184.913,7761951.94230,0
1706758560000,41987.80,41989.00,41947.00,41980.70,347.143,1706758739999,14568308.21880,4880,116.472,4888110.81700,0
1706758740000,41980.70,42115.60,41980.60,42108.00,581.899,1706758919999,24475510.91647,7702,488.636,20551842.55277,0
1706758920000,42107.90,42114.60,42072.10,42090.00,333.141,1706759099999,14023805.20780,5135,176.461,7428308.96160,0
1706759100000,42090.00,42111.00,42067.20,42094.10,277.585,1706759279999,11684947.86070,4946,154.799,6516456.54940,0
1706759280000,42094.10,42094.10,42038.70,42042.00,199.238,1706759459999,8381009.30120,3453,57.754,2429450.73190,0
1706759460000,42042.00,42072.00,42012.10,42072.00,219.348,1706759639999,9221508.79960,4175,131.841,5543068.76720,0
1706759640000,42072.00,42088.20,42000.60,42006.20,348.266,1706759819999,14642231.49480,4874,131.125,5513975.78110,0
1706759820000,42006.30,42036.50,41989.50,41998.00,365.389,1706759999999,15349891.64304,5170,97.290,4087234.62200,0
1706760000000,41998.00,42007.10,41961.00,41990.90,557.111,1706760179999,23386244.94850,7651,288.175,12096963.74590,0
1706760180000,41990.80,42035.70,41984.30,42000.90,459.362,1706760359999,19297580.90530,6776,275.252,11563761.77330,0
1706760360000,42000.90,42036.10,41990.00,41990.00,202.632,1706760539999,8513075.33460,4242,87.928,3694302.18840,0
1706760540000,41990.10,42022.70,41988.80,41993.10,161.754,1706760719999,6793998.73940,3924,79.675,3346409.48920,0
1706760720000,41993.10,42010.70,41977.30,42010.70,205.155,1706760899999,8614329.49510,3532,99.447,4175917.85300,0
1706760900000,42010.60,42053.90,42010.60,42047.30,171.605,1706761079999,7213766.67690,3678,125.894,5292137.82450,0
1706761080000,42047.20,42047.30,41991.80,41991.80,188.281,1706761259999,7912947.12820,3812,73.325,3081646.72530,0
1706761260000,41991.80,42003.00,41982.00,42002.80,323.471,1706761439999,13582631.65090,4235,153.198,6432904.98290,0
1706761440000,42002.90,42020.00,41972.40,41975.00,245.450,1706761619999,10306836.05340,3359,123.409,5181820.68730,0
1706761620000,41975.00,42039.50,41973.30,42035.80,244.936,1706761799999,10290042.35470,3921,191.833,8058869.59140,0
1706761800000,42035.80,42035.90,41964.00,41964.00,236.199,1706761979999,9921066.30550,3416,65.492,2751138.55050,0
1706761980000,41964.00,41976.00,41909.70,41909.80,894.412,1706762159999,37505780.05240,9642,204.746,8586796.83160,0
1706762160000,41909.70,42080.00,41877.00,42064.10,1461.228,1706762339999,61355064.03887,16727,860.512,36137400.98744,0
1706762340000,42064.10,42084.00,42024.00,42033.10,425.524,1706762519999,17894856.64430,6962,150.868,6344605.48250,0
1706762520000,42033.10,42080.00,42027.60,42078.00,268.948,1706762699999,11307793.43030,4842,186.727,7851020.30310,0
1706762700000,42078.00,42133.80,42075.00,42120.20,642.782,1706762879999,27065481.16137,9264,422.784,17801555.88777,0
1706762880000,42120.10,42121.50,42080.00,42098.10,386.261,1706763059999,16262919.01260,4384,211.365,8899081.16620,0
1706763060000,42098.10,42124.00,42092.10,42103.30,231.318,1706763239999,9740195.57120,4259,142.226,5988670.61370,0
1706763240000,42103.30,42103.30,42052.60,42059.70,239.419,1706763419999,10073605.54220,3489,87.212,3669656.84080,0
1706763420000,42059.80,42072.00,42053.40,42063.60,120.153,1706763599999,5053647.67220,2202,65.493,2754620.08880,0
1706763600000,42063.50,42080.00,42040.00,42042.10,177.226,1706763779999,7453461.58280,3553,73.032,3071727.73260,0
1706763780000,42042.10,42056.90,42039.60,42049.10,125.634,1706763959999,5282356.78750,3208,65.674,2761299.58770,0
1706763960000,42049.10,42055.50,42013.40,42039.60,345.577,1706764139999,14525146.47540,3942,170.086,7148659.57170,0
1706764140000,42039.60,42073.40,42039.60,42069.30,193.125,1706764319999,8122671.66900,3653,115.414,4854342.12170,0
1706764320000,42069.30,42165.20,42069.20,42137.20,989.713,1706764499999,41694537.20310,7921,671.209,28274569.03470,0
1706764500000,42137.30,42175.00,42137.00,42147.50,548.879,1706764679999,23138824.34910,5795,305.929,12897027.23020,0
1706764680000,42147.50,42198.00,42118.50,42177.70,717.046,1706764859999,30229923.51550,6978,469.853,19809209.66650,0
1706764860000,42177.60,42177.60,42112.10,42116.40,291.552,1706765039999,12284673.21540,4650,96.734,4075698.68390,0
1706765040000,42116.40,42120.00,42086.10,42098.10,204.697,1706765219999,8619299.91990,3796,73.077,3077234.68410,0
1706765220000,42098.10,42098.20,42037.50,42045.20,299.244,1706765399999,12586661.69640,4528,86.137,3623184.40380,0
1706765400000,42045.10,42076.30,42045.10,42054.40,235.548,1706765579999,9906494.53560,3925,142.654,5999490.34010,0
1706765580000,42054.40,42065.30,42031.20,42065.20,217.636,1706765759999,9151008.31320,3234,90.242,3794440.16000,0
1706765760000,42065.20,42104.50,42062.50,42068.50,136.684,1706765939999,5751530.53390,3277,81.943,3447943.86560,0
1706765940000,42068.40,42134.00,42068.40,42132.80,219.898,1706766119999,9258966.73790,4020,141.812,5970997.36720,0
1706766120000,42132.70,42132.70,42081.20,42087.10,192.271,1706766299999,8097128.74310,3642,65.810,2771454.45670,0
1706766300000,42087.00,42107.90,42087.00,42105.90,90.332,1706766479999,3802779.25910,1875,55.428,2333278.76010,0
1706766480000,42106.00,42128.40,42094.70,42100.10,206.700,1706766659999,8704617.67070,2595,134.367,5658665.20380,0
1706766660000,42100.10,42129.10,42100.00,42129.00,131.727,1706766839999,5546679.45580,2254,64.166,2702050.11170,0
1706766840000,42129.00,42152.10,42117.00,42152.00,224.178,1706767019999,9445767.67070,3619,146.478,6171965.77430,0
1706767020000,42152.00,42152.10,42137.40,42148.10,160.703,1706767199999,6773015.66500,2708,112.767,4752645.20530,0
1706767200000,42148.00,42170.40,42130.70,42149.50,331.259,1706767379999,13964602.89680,5008,186.181,7848950.41710,0
1706767380000,42149.40,42149.50,42122.80,42138.90,242.859,1706767559999,10232195.03300,3870,83.037,3498394.53830,0
1706767560000,42139.00,42170.00,42135.80,42146.10,229.394,1706767739999,9669241.23570,3670,159.293,6714290.63140,0
1706767740000,42146.10,42164.50,42133.80,42161.10,163.929,1706767919999,6909021.55750,2917,82.356,3471021.87850,0
1706767920000,42161.10,42217.20,42141.70,42188.00,1331.058,1706768099999,56156238.27384,11825,865.161,36499435.89434,0
1706768100000,42188.00,42226.00,42185.90,42186.10,861.576,1706768279999,36365619.14460,6572,499.936,21101114.43060,0
1706768280000,42186.10,42193.80,42125.70,42128.10,358.402,1706768459999,15109705.99010,5153,92.682,3907946.68140,0
1706768460000,42128.10,42149.80,42112.00,42116.60,319.635,1706768639999,13464513.72900,5059,103.800,4372488.92730,0
1706768640000,42116.50,42180.00,42116.50,42164.80,276.607,1706768819999,11659000.32410,4053,173.226,7301104.38950,0
1706768820000,42164.80,42193.40,42150.00,42164.60,280.189,1706768999999,11815364.05430,3962,139.430,5879786.18230,0
1706769000000,42164.60,42183.70,42135.50,42171.80,220.945,1706769179999,9315113.58020,3477,76.940,3243657.69310,0
1706769180000,42171.80,42191.90,42171.80,42186.70,131.005,1706769359999,5526122.81020,2869,81.510,3438294.47930,0
1706769360000,42186.70,42211.60,42178.00,42192.20,268.382,1706769539999,11325157.90070,4602,148.043,6247044.46610,0
1706769540000,42192.30,42216.60,42188.70,42201.10,312.234,1706769719999,13178332.28560,4863,164.339,6936318.79040,0
1706769720000,42201.10,42207.00,42188.00,42198.30,169.138,1706769899999,7137310.85210,3042,95.381,4024890.49270,0
1706769900000,42198.30,42208.50,42171.90,42171.90,267.198,1706770079999,11271889.46600,3882,145.776,6149714.65660,0
1706770080000,42171.90,42194.90,42171.00,42194.90,147.554,1706770259999,6223970.17860,2144,61.795,2606710.91000,0
1706770260000,42194.80,42196.60,42173.10,42176.40,115.782,1706770439999,4884133.37280,1940,43.457,1833157.65210,0
1706770440000,42176.40,42176.40,42149.90,42162.00,178.271,1706770619999,7515828.64520,2521,46.808,1973352.41550,0
1706770620000,42161.90,42185.80,42150.00,42185.80,200.719,1706770799999,8463935.98490,2618,125.062,5273729.07410,0
1706770800000,42185.80,42185.80,42135.10,42136.30,184.600,1706770979999,7782516.71130,3110,48.392,2040272.47770,0
1706770980000,42136.30,42171.20,42125.00,42125.00,301.649,1706771159999,12713810.65270,3233,130.895,5516766.27020,0
1706771160000,42125.00,42136.00,42110.00,42127.80,216.648,1706771339999,9126389.15510,2640,97.959,4126553.49280,0
1706771340000,42127.80,42160.00,42127.70,42155.70,148.135,1706771519999,6243679.22060,1911,75.337,3175214.19180,0
1706771520000,42155.70,42180.70,42155.70,42166.30,194.069,1706771699999,8184540.81480,2758,106.311,4483391.58150,0
1706771700000,42166.40,42202.00,42166.30,42202.00,223.893,1706771879999,9445063.35930,2944,173.676,7326775.11420,0
1706771880000,42202.00,42213.50,42192.60,42208.00,271.329,1706772059999,11451144.28600,3110,143.118,6040208.82090,0
1706772060000,42208.00,42228.70,42202.30,42207.70,263.761,1706772239999,11135938.35670,3890,142.015,5995841.94430,0
1706772240000,42207.80,42225.60,42200.20,42211.10,184.088,1706772419999,7770478.43590,2620,100.862,4257382.27420,0
1706772420000,42211.00,42236.00,42207.80,42222.10,250.372,1706772599999,10572232.18390,3665,135.644,5727893.75640,0
1706772600000,42222.00,42226.20,42200.20,42226.20,153.409,1706772779999,6475874.89910,2781,63.986,2701119.38220,0
1706772780000,42226.20,42267.50,42226.10,42263.60,650.429,1706772959999,27483608.66860,7742,392.675,16591663.62930,0
1706772960000,42263.60,42272.00,42257.60,42271.00,188.565,1706773139999,7969776.22820,2682,124.424,5258891.60980,0
1706773140000,42270.90,42285.50,42263.80,42263.80,451.583,1706773319999,19090603.75610,4285,201.994,8539530.87190,0
1706773320000,42263.80,42280.10,42250.90,42265.10,253.981,1706773499999,10734336.16180,3110,100.486,4247088.14390,0
1706773500000,42265.00,42292.10,42265.00,42277.00,540.219,1706773679999,22841774.03540,4841,357.236,15104804.42260,0
1706773680000,42277.10,42286.00,42239.90,42276.40,324.845,1706773859999,13730368.74220,4701,133.830,5657064.69130,0
1706773860000,42276.30,42282.60,42235.20,42252.90,249.308,1706774039999,10535908.51100,4051,83.296,3519917.67850,0
1706774040000,42253.10,42253.10,42225.00,42225.10,222.949,1706774219999,9416483.34100,2892,64.223,2712428.94010,0
1706774220000,42225.10,42225.10,42174.70,42182.20,417.629,1706774399999,17624099.63580,3879,89.177,3763015.57140,0
1706774400000,42182.30,42182.30,42147.70,42160.30,453.772,1706774579999,19132920.75520,5253,156.052,6579699.03620,0
1706774580000,42160.30,42226.10,42160.30,42226.00,259.092,1706774759999,10931408.67540,3655,190.267,8027522.38340,0
1706774760000,42226.00,42229.40,42180.00,42189.80,162.352,1706774939999,6851801.69070,3616,74.504,3144156.38110,0
1706774940000,42189.80,42189.80,42117.00,42165.90,427.005,1706775119999,17995898.57220,5659,150.048,6323527.53340,0
1706775120000,42165.90,42174.10,42116.60,42118.40,299.902,1706775299999,12639566.66280,4203,79.916,3368579.42380,0
1706775300000,42118.50,42154.30,42112.10,42116.00,308.527,1706775479999,12997358.20960,4883,139.435,5873985.35520,0
1706775480000,42116.00,42155.40,42115.00,42148.60,284.570,1706775659999,11988438.61600,4281,150.845,6354651.99310,0
1706775660000,42148.60,42166.90,42133.60,42146.50,135.775,1706775839999,5722907.27630,3448,65.016,2740585.39250,0
1706775840000,42146.40,42179.00,42124.10,42178.50,174.758,1706776019999,7366330.65510,3460,80.341,3386482.52980,0
1706776020000,42178.50,42185.10,42134.90,42149.00,168.720,1706776199999,7112756.76230,3214,88.357,3725196.32540,0
1706776200000,42148.90,42163.50,42129.00,42163.50,173.024,1706776379999,7291643.06670,2477,77.168,3252139.55440,0
1706776380000,42163.40,42178.80,42163.40,42174.60,164.532,1706776559999,6938801.61670,2433,117.504,4955443.11180,0
1706776560000,42174.70,42196.30,42159.00,42194.30,232.238,1706776739999,9796244.79520,2841,137.438,5797567.30130,0
1706776740000,42194.30,42195.80,42163.40,42180.30,164.201,1706776919999,6926671.72340,2487,94.027,3966517.68190,0
1706776920000,42180.30,42232.80,42180.30,42227.10,197.843,1706777099999,8351329.47150,2668,164.400,6939725.65460,0
1706777100000,42227.10,42228.10,42162.10,42191.60,241.176,1706777279999,10178251.24160,3530,75.953,3204708.23260,0
1706777280000,42191.50,42205.40,42180.50,42205.10,127.124,1706777459999,5364028.80310,2215,65.861,2779044.59800,0
1706777460000,42205.20,42246.70,42205.10,42230.70,377.417,1706777639999,15939346.13390,4643,226.774,9577314.38850,0
1706777640000,42230.70,42230.70,42203.00,42218.10,122.194,1706777819999,5158980.77480,2579,64.972,2743063.53690,0
1706777820000,42218.00,42242.80,42204.40,42236.00,160.314,1706777999999,6769297.85200,2786,107.022,4519052.34270,0
1706778000000,42236.00,42259.70,42203.40,42210.40,323.645,1706778179999,13669738.59040,4266,175.373,7407903.32820,0
1706778180000,42210.30,42213.80,42179.50,42183.50,195.317,1706778359999,8241721.72330,3078,58.286,2459526.04030,0
1706778360000,42183.60,42189.00,42110.70,42148.40,1068.825,1706778539999,45040949.32490,8482,232.358,9791210.97160,0
1706778540000,42148.50,42167.00,42141.30,42165.50,227.128,1706778719999,9575088.57510,3244,108.877,4589981.62180,0
1706778720000,42165.60,42178.10,42142.70,42178.10,137.490,1706778899999,5796391.41680,2265,57.020,2404072.88550,0
1706778900000,42178.10,42214.00,42177.40,42214.00,197.922,1706779079999,8350720.34380,2676,145.498,6139015.12140,0
1706779080000,42213.90,42248.00,42211.30,42232.10,288.204,1706779259999,12171307.81920,3892,136.172,5750838.14720,0
1706779260000,42231.80,42244.20,42195.60,42225.10,208.563,1706779439999,8804771.73820,3644,90.016,3800139.39120,0
1706779440000,42225.00,42240.00,42200.00,42211.50,227.742,1706779619999,9615357.44610,3449,81.850,3455602.35360,0
1706779620000,42211.50,42213.60,42202.20,42207.30,146.050,1706779799999,6164419.92110,2404,66.207,2794417.02450,0
1706779800000,42207.40,42222.00,42174.60,42182.80,136.709,1706779979999,5768568.84110,2866,56.946,2402951.03310,0
1706779980000,42182.80,42191.00,42143.10,42167.00,221.112,1706780159999,9322592.70920,3180,88.311,3723240.26870,0
1706780160000,42167.00,42181.80,42167.00,42180.20,81.536,1706780339999,3438731.09910,2120,44.656,1883334.80390,0
1706780340000,42180.10,42200.00,42180.10,42182.50,92.910,1706780519999,3919738.24760,1817,53.915,2274526.83150,0
1706780520000,42182.50,42198.20,42176.80,42178.40,79.106,1706780699999,3337385.13780,1714,29.366,1238840.78420,0
1706780700000,42178.40,42178.50,42130.00,42153.90,199.879,1706780879999,8425080.95860,3795,67.737,2855233.14220,0
1706780880000,42153.90,42164.70,42130.90,42131.30,168.729,1706781059999,7111891.91750,2839,72.973,3076047.22630,0
1706781060000,42131.20,42146.60,42128.40,42146.10,189.242,1706781239999,7973846.65150,2710,111.339,4691337.74970,0
1706781240000,42146.60,42162.20,42125.90,42150.00,148.169,1706781419999,6244067.93100,2185,64.817,2731593.57210,0
1706781420000,42150.00,42150.00,42124.90,42141.00,129.721,1706781599999,5465105.51970,2063,57.162,2408165.64220,0
1706781600000,42141.00,42153.40,42130.90,42130.90,140.255,1706781779999,5910678.37580,2036,57.724,2432671.49550,0
1706781780000,42130.90,42136.00,42100.00,42115.70,444.234,1706781959999,18709233.15497,4468,151.467,6379230.82540,0
1706781960000,42115.70,42158.10,42115.70,42136.60,302.501,1706782139999,12747076.83100,4090,235.419,9920378.71540,0
1706782140000,42136.60,42182.70,42135.00,42182.70,167.036,1706782319999,7041627.70310,2596,131.322,5536064.13860,0
1706782320000,42182.60,42207.90,42182.50,42207.90,273.701,1706782499999,11548286.71460,3263,188.755,7964179.22940,0
1706782500000,42208.10,42236.70,42192.30,42228.00,445.127,1706782679999,18791417.35910,5220,302.160,12756423.43380,0
1706782680000,42228.00,42263.00,42228.00,42250.40,493.084,1706782859999,20831024.26510,5153,310.792,13129623.48320,0
1706782860000,42250.50,42262.50,42235.70,42256.90,275.748,1706783039999,11650834.47330,2963,183.225,7741828.65280,0
1706783040000,42256.80,42323.60,42256.80,42282.80,1340.444,1706783219999,56699364.18700,13052,861.737,36452931.63650,0
1706783220000,42282.70,42302.20,42248.50,42251.50,444.683,1706783399999,18799252.91990,5968,173.393,7331674.96360,0
1706783400000,42251.50,42275.10,42220.00,42223.00,309.531,1706783579999,13074689.52480,4578,126.414,5340103.63060,0
1706783580000,42223.00,42225.80,42185.30,42212.20,453.147,1706783759999,19125941.68900,4772,180.024,7598288.99410,0
1706783760000,42212.30,42234.90,42203.60,42211.00,272.113,1706783939999,11488344.32460,3223,140.385,5926794.82390,0
